Rating,Title,Content
1,Quá tệ,"Hãng hàng không xem thường người Việt Nam, đồng tiền Việt Nam, nên tẩy chay, chúng tôi không chấp nhận lời xin lỗi vô nghĩa."
1,"Thật kinh khủng, hãng hàng không xúc phạm đến quốc gia có chủ quyền",The airline insulted the Vietnamese people and offended the national pride of 100 million Vietnamese people.
1,Xin lỗi Việt Nam,"Tôi rất thất vọng với trải nghiệm sử dụng dịch vụ của Jetstart. Dịch vụ của họ không chỉ chậm chạp mà còn thiếu chuyên nghiệp. Tôi gặp phải sự xâm phạm về văn hóa và ngôn ngữ, làm tổn thương tình cảm và tạo ra ấn tượng tiêu cực về họ. Sự không hài lòng của tôi không chỉ xuất phát từ sự cố kỹ thuật mà còn từ cách họ đối xử với khách hàng. Tôi hy vọng Jetstart sẽ cải thiện dịch vụ của mình để tránh những trải nghiệm khó chịu như vậy trong tương lai."
1,Hãng hàng không lố bịch mất lịch sự nhất năm,"1 doanh nghiệp lớn thiếu đạo đức, nhân cách của nhân sự có vấn đề. Hạ thấp Tiền tệ của 1 quốc gia và xúc phạm nó không thể làm bạn phát triển được. Cần được bài trừ trong xã hội."
1,Khi bạn không hiểu thế nào là tôn trọng một quốc gia,Họ không xứng đáng được tôn trọng từ những khách hàng... Họ là tập hợp những con người có lối suy nghĩ và hành vi không tử tế
1,Thấp kém và tồi tệ,"Sụp đổ là vừa, từ dịch vụ tới cách ăn nói quá mắc dạy với khách hàng, hãng hàng không tồi tệ nhất thế giới"
1,"Một Hãng bay tồi tệ xứng đáng được tẩy chay, dơ bẩn","Một hãng bay khinh thường 1 đất nước có thể tồn tại lâu dài không? , hãy dừng lại khi có ý định đi hãng này!!"
1,Hãng bay xúc phạm Việt Nam,"Hãng bay quá tệ , xúc phạm việt nam , nên tảy chay hãng bay này luôn đi.đừng đi hãng này nữa , thật sự không hiểu hãng bay làm sao"
1,Tệ,"Xúc phạm đồng tiền Vn. Thiếu tôn trọng, bạn xứng đáng 1 sao nhé,Vn chúng tôi đoàn kết lắm,tôi nghĩ sắp tới còn nhiều người đánh giá 1 sao nữa"
1,Quá tệ.,"Quá ngu ngốc, hãng máy bay lớn mà nói chuyện thiếu suy nghĩ, đáng ghét, còn thở là còn ghét, nói chung dịch vụ rất tệ, thái độ trên page làm tôi không chịu được"
1,Xúc phạm khác hàng đùa cợt,Đùa cợt xúc phạm xúc phạm khách hàng k tôn trọng khác hàng có lời lẽ k tốt thiếu chuẩn mực đạo đc nghề nghiệp và xã hội
1,Khủng khiếp,Một hãng hàng không mà lại cư xử như vậy ư? Nếu được hãi làm còn không thì giải thế thế giới này không cần những hãng hàng không vô đạo đức
1,"Không nên đi rất tệ, tệ nhân cách và cách làm việc , thiếu đạo đức, suy nghĩ ấu trĩ vô văn hóa, cách phục vụ tệ không gi","Không nên đi rất tệ, tệ nhân cách và cách làm việc , thiếu đạo đức, suy nghĩ ấu trĩ vô văn hóa, cách phục vụ tệ không gian tệ , Dơ bẩn"
1,Fuck,"Phân biệt , mang đồng tiền nước khác ra làm trò đùa, thật là thô bỉ , thiếu lịch sự, tôi sẽ không bao giờ sử dụng dịch vụ của hãng máy bay này"
1,vnmkh n,chúng ta đều lớn hết goỳ có những trò đùa ko suy nghĩ sẽ để lại hậu quả rất lớn h thì gánh nhận hậu quả đó đi bọn ngu xuẩn
1,Tẩy chay hãng hàng không này đi,"Tệ một hãng hàng không lớn nhưng không có ý thức lấy tiền đồng của Việt Nam ra đùa cợt
Một hãng hàng không không có sự tôn trọng cho một nước thì chúng ta nên tẩy chay"
1,Su,"Quá mất dậy, phân biệt chủng tộc, đúng bọn tư bản đề nghị xin lỗi việt nam, vô học nghĩ hài hước, thượng đẳng, xúc phạm việt nam"
1,Thất vọng,"Quá tệ với trò đùa gần đây, cách thức của một hãng hàng không lớn làm việc sao nực cười, nếu k sử lý thích đáng thì k cần làm nữa đâu"
1,"Coi thường đồng tiền , con người , chính phủ và đất nước Việt Nam","Coi thường đồng tiền ,con người ,chính phủ và đất nước Việt Nam. 1 công ty coi thường cả 1 quốc gia, không thể chấp nhận được"
1,Jetstar Australia không có giáo dục,"Jetstar Australia là một hãng hàng không với những con người không có giáo dục và phân biệt chủng tộc, văn hóa của một quốc gia khác. Họ xứng đáng được nhận những gì xấu xa và tồi tệ nhất."
1,K hài lòng,Phân biệt chủng tộc không tôn trọng việt nam hãng phải có lời xin lỗi cho hành động của mình xin hết
1,MẮC ÓI💀💀🤮,"YÊU CẦU XIN LỖI VIỆT NAM HOẶC BẠN SẼ BỊ Óc Chó😍 QUÁ TỆ ĐỂ MỘT HÃNG HÀNG KHÔNG CÓ THỂ TỒN TẠI. CHAO ÔI, NGƯỜI KHÔNG HỌC LỚN LÊN LÀM jetstar NHƯ ""DONG"""
1,Che,"Xin chê lun nha má, phân biệt chủng tộc thì CHỊU, nghĩ xóa bài là xong á, xin lỗi ai bênh thì cút đi, nói chung mong hãng mau mau phá sản=))"
1,Tôi cực lực phản đối jetstar australia. Đề nghị có xin lỗi chính thức.,"Chê. Phân biệt chũng tộc thì thôi luôn nhé. Không bao giờ trải nghiệm . Khinh bỉ hãng . Để coi hoạt động được bao lâu trước thái độ tồi tệ, mất dạy như vậy"
1,Phân biệt chủng tộc,"Phân biệt chủng tộc - thiếu tôn trọng một quốc gia, thô bỉ vô cùng. Tôi sẽ không bao giờ sử dụng dịch vụ bay của hãng hàng không này nữa."
1,Đồng VND,Một hành động nghĩ là hài hước nhưng nó thật sự không vui đây không phải là bài học đầu tiên đã có nhiều trường hợp như vậy hi vọng hãng sẽ không lặp lại hành động như nào tương tự trong tương lai
1,Jhvhjjjhhhjhhgggggfffggghgvghbbhhhbbbhhhhhbbbbbhgffgvvghggvvgggggfxccvvvvcddcvhhhhbbhhvgfffghhvvvvcccchhvcffvbnnjbbbvvvb,Hãng hàng không súc phạm đồng tiền Việt Nam cũng như đất nước Việt Nam. Hy vọng đồng bào Việt nam ta sẽ tẩy chay hãng bay này . Hết
1,Quá tệ,"Hãng đã không tôn trọng người Việt Nam, đồng tiền quốc gia, hãy tẩy chay hãng, và chúng tôi không chấp nhận lời xin lỗi."
1,Tệ,Tệ rất tệ tệ cả con người lẫn dịch vụ. Tôi sẽ không bao giờ đi hãng này nữa. Rất xem thường người Việt Nam
1,Như cứtt,1 pha tự hủy đi vào lòng đất của Jetstar . Ai là người Việt Nam thì không nên bay hãng này nhé hãng rất ngáo làm mà không nghĩ đến hậu quả. Sao lại có thể chế giễu VN như vậy nhỉ
1,Jetstar KHÔNG TÔN TRỌNG Việt Nam,Tôi chưa bay chuyến nào bằng Jetstar và chắc chắn KHÔNG BAO GIỜ bay Jetstar bởi vì các bạn đã gây ra sự xúc phạm lớn đến người Việt Nam chúng tôi qua bài viết thiếu tôn trọng và rất cẩu thả trên Facebook. Các bạn sẽ phải trả giá về việc này!!!
1,Kinh khủng,"Dịch vụ quá tệ, trễ 3 tiếng từ 20h đến 23h, mà dịch vụ quá chậm chạp, hành lý đến nơi hơn 40p sau mới ra được. Sẽ ko dùng dịch vụ này."
1,chuyến bay quốc tế không phục vụ đồ ăn và nước uống,"chuyến bay dài 8h từ 16h 40 delay đến 18h51 mới bay, và điều đáng nói ở đây hầu hết các hành khách trên chuyến bay nay kể cả tôi, cảm thấy hãng bay không đáp ứng được nhu cầu của khách. Cụ thể là tiếp viên không hề cung cấp nước lọc hay có bữa ăn nhẹ nào cả dù là bay quốc tế, rất nhiều lần khách phải xin dc uống nước thì tiếp viên chỉ mang có 1 ly nước rất ít suốt chuyến bay dài, ai cũng phàn nàn kêu ca vì chất lượng quá kém, hãng bay đa phần là người Việt từ Úc trở về, hành lý ký gửi thì ít tầm 20kg, đánh giá rất tệ về phục vụ thức ăn, uống trên chuyến bay JST 63 này và sẽ không bao giờ book vé hãng bay này nữa"
1,Thật khủng khiếp và thẩm hại nhất trong các hãng bay của Việt Nam.,"Dịch vụ quá tệ hại. Là công ty con của Việt Nam Airline nhưng chất lượng dịch vụ quá thảm hại. Cân đo hành lý từng ly, không linh động giải quyết, thái độ nhân viên rất xem thường hành khách. Khi đăng ký vé online tại trang web của Việt Nam airline thì tự chạy đến trang web của Pacific airline mà không hề cảnh báo. Đó là sự gian lận và tráo trở trong kinh doanh, yêu cầu Việt Nam airline phải có trách nhiệm chấn chỉnh lại.
Tóm lại mọi thứ từ Pacific đều tệ hại, không nên sử dụng mặc dù muốn trãi nghiệm cũng nên dừng lại ngay."
1,Nhân viên Phòng dịch vụ thái độ khách hàng,"5/11/2023 lần đầu dắt mẹ đi hãng này quá tệ, nhân viên phòng dịch vụ thái độ. Hãng bay lớn mà chỉ có thanh toán tiền mặt, hỏi lại thì thái độ. Quá tệ lần đầu cũng như lần cuối."
1,Cách hỗ trợ,Quá tồi lên check vé ô đưa hàng kí gửi vô duyên kêu đưa 50k mới đưa vé đến chịu k hiểu s kêu đưa 50k
1,Quá tệ,Bay quá trễ. Chờ trên máy bay hơn 1 tiếng. Có việc gấp nhưng bị bắt ngồi chờ quá lâu. Quá tệ………………&:&:
1,Ném hành lý làm gẫy bánh xe,"Vận chuyển hành lý không đàng hoàng. Nén hành lý làm gẫy bánh xe
Vali mua 2triệu thì thủ tục đền bù 150k
Rồi không biết khi nào mới nhận được tiền đền bù"
1,"Mình không chia sẻ trải nghiệm, mình chia sẻ chuyện dịch vụ","Hotline tổng đài: Minh báo bị chấn thương chân, chị gái tư vấn giải thích rất nhiều, từ chối hỗ trợ xe nâng khi không có người thân đi cùng. Why, tại sao Bamboo có thể hỗ trợ? (Mình đã trải nghiệm dịch vụ này lúc đi Bamboo từ sg)

Delay: chấp nhận vì thời tiết, nhưng không có sự thông báo nào, âm thầm đổi trên bảng thông báo, trên bảng lại hiển thị cùng lúc mã BL6526 2 lần, làm mình nhầm lẫn di chuyển 2 lần giữa cửa 13 và 2 tại PQ (ảnh đính kèm)

Lên máy bay: Vì mình bị chấn thương chân, phải dùng nạng di chuyển, ấy thế mà chị gái tiếp viên xem mình như người vô hình, mình đã chủ động chị ở gậy của em cất ở đâu được? Chị gái không cười, nụ cười dịch vụ chào mình cũng không, không nói gì, sau đó mắt hướng về khách hàng khác, di chuyển đến tay cầm nạn mình cất lên khoang, mình tự làm được, cái mình cần là hãy tương tác bằng nói, cười chào mình, tôn trọng mình, pls.

Finally, chị gái tiếp viên không cười, không hề cười, mình đi chuyến BL6526, khởi hành sau delay"
1,Pacific rất tệ,"Đi 1 lần pacific sợ luôn ..., tiếp viên phục vụ cũng kém thua cả vietjet. Delay còn hơn cả vietjet"
1,Tệ,"Máy bay nóng, không bật điều hoà cho hành khách. Ngồi chờ dài cổ, vã mồ hôi vẫn không bay. Đến chịu :)))"
1,Hãng hàng không tệ nhất trước giờ mà mình trải nghiệm,"Một hãng hàng không cực kì tệ
Thề không bao giờ đặt lại thêm 1 lần nào
Và bye luôn cả vietnamairline treo đầu dê bán thịt cờ hó như này"
1,Một trải nghiệm tồi tệ,"Ngày 26.07.2023 mình có đi chuyến lúc 6h25 tối trên máy bay của Pacific Airlines. Ít nhất thì trên vé nó ghi vậy, nếu như không bị hoãn đến khoảng hơn 1 tiếng đồng hồ. Về điều này thì cá nhân mình có thể thông cảm được vì lý do thời tiết cũng nên đảm bảo tính an toàn cho hành khách. Tuy nhiên, đến giờ đáng lẽ sẽ làm thủ tục ra sân bay cũng không có một ai trực ở cửa, bảng điện tử cũng không thông báo gì. Không ai thông báo gì về vụ hoãn chuyến. Không một tiếng đài phát thanh. Mình vì lo lắng đã chạy như một chú cún vòng quanh sảnh chờ để hỏi, nhưng không gặp được một ai biết cả, không thấy nhân viên trực để tư vấn cho khách hàng. Nhắc lại là lúc này bảng điện tử vẫn đề đang đón hành khách ra sân bay. Tưởng đổi cửa mà mình không biết, mình lại...tiếp tục xách vali ""chạy thể dục"" vòng quanh sân bay để tìm người hỏi. May gặp được một chị, cơ mà chị bảo chị bên Vietnam Airlines chị không biết về Pacific Airlines, (hơ hơ :) ). Cái rồi 15 phút sau mình quay lại, mất hết hi vọng, thì bảng hiện thị ở cửa bắt đầu mới ngoi được dòng chữ delay 1 tiếng hơn hay gì đó. Thật vui :)
Ngoài ra thì vé máy bay mình đề ghế hàng A, tức ngoài cửa sổ, nhưng ở đó đã có một anh chiếm chỗ (ảnh vé C), ảnh cứ khăng khăng rằng ghế A của mình ở lối đi và mình không biết đọc bảng ghế. Tuy nhiên không có một mống tiếp viên nào xung quanh để giải quyết việc này. Cái này là việc cá nhân không ảnh hưởng đến đánh giá. Nhưng mà việc hoãn chuyến không thông báo trước và không một đền bù thỏa đáng là lý do mình cạch mặt hãng bay này. Sau sẽ tìm hãng khác, có thể đắt, có thể rẻ hơn, nhưng kể cả Vietjet Air tuy nhiều phốt mà mình thấy còn tốt hơn gấp nhiều lần.
Một lần là đủ."
